IIS3DWB 3-axis accelerometer by STM32
Configuration: FIFO continuous mode WTM = 20 Sensibility = +-4g
Timestamp resolution = 12.5us/LSB accel resolution 0.122mg/LSB

Timestamp(us) accelX(mg) accelY(mg) accelZ(mg)
148524.9396 522 -766 7846 
148679.8098 469 -695 7854 
148834.68 548 -762 7956 
148989.5502 519 -658 7786 
149144.4204 364 -917 7968 
149299.2906 590 -610 8059 
149454.1608 312 -699 7877 
149609.0309 621 -788 7808 
149763.9011 361 -610 7918 
149918.7713 556 -773 7926 
150073.6415 564 -758 7766 
150228.5117 462 -677 7850 
150383.3819 548 -762 7956 
150538.2521 613 -577 7652 
150693.1223 425 -836 7888 
150847.9925 545 -643 7850 
151002.8627 436 -710 7968 
151157.7329 628 -673 7755 
151312.6031 470 -706 7903 
151467.4733 492 -695 7820 
151622.3435 515 -792 7896 
151777.2137 481 -725 7926 
151932.0839 548 -762 7956 
152086.9541 450 -666 7831 
152241.8243 458 -644 7850 
152396.6945 412 -866 7812 
152551.5647 540 -677 7793 
152706.4349 435 -777 7797 
152861.3051 398 -773 8051 
153016.1753 661 -706 7790 
153171.0455 424 -562 7915 
153325.9156 537 -669 7884 
153480.7858 469 -669 7941 
153635.656 530 -706 7782 
153790.5262 470 -736 7899 
153945.3964 583 -588 7804 
154100.2666 285 -803 7979 
154255.1368 590 -573 7843 
154410.007 379 -806 7892 
154564.8772 485 -725 7725 
154719.7474 462 -736 7770 
154874.6176 447 -777 7789 
155029.4878 635 -632 7941 
155184.358 455 -710 7899 
155339.2282 462 -695 7815 
155494.0984 398 -784 7895 
155648.9686 538 -618 7735 
155803.8388 511 -721 7910 
155958.709 504 -754 7724 
156113.5792 688 -573 7838 
156268.4494 485 -606 7868 
156423.3196 473 -795 8088 
156578.1898 635 -632 7941 
156733.06 414 -743 7983 
156887.9301 515 -625 7812 
157042.8003 609 -684 7766 
157197.6705 466 -884 7907 
157352.5407 458 -692 8024 
157507.4109 466 -743 7812 
157662.2811 425 -769 7934 
157817.1513 458 -621 8013 
157972.0215 538 -736 7869 
158126.8917 538 -858 7918 
158281.7619 380 -836 8062 
158436.6321 444 -662 7982 
158591.5023 417 -662 7780 
158746.3725 312 -603 8024 
158901.2427 508 -758 7819 
159056.1129 300 -595 7849 
159210.9831 410 -814 7910 
159365.8533 470 -529 7693 
159520.7235 402 -858 7940 
159675.5937 402 -744 7921 
159830.4639 496 -721 7974 
159985.3341 639 -714 7678 
160140.2043 368 -751 7822 
160295.0745 553 -596 7922 
160449.9446 368 -806 7842 
160604.8148 545 -703 7925 
160759.685 368 -766 7868 
160914.5552 481 -643 7860 
161069.4254 523 -647 8096 
161224.2956 402 -744 7921 
161379.1658 334 -684 7784 
161534.036 428 -758 7925 
161688.9062 545 -581 7705 
161843.7764 481 -751 8008 
161998.6466 466 -769 7906 
162153.5168 519 -728 7868 
162308.387 598 -710 7853 
162463.2572 447 -717 8016 
162618.1274 504 -725 8005 
162772.9976 421 -669 7800 
162927.8678 481 -817 7823 
163082.738 421 -677 7968 
163237.6082 545 -728 7831 
163392.4784 432 -751 7816 
163547.3486 451 -773 7937 
163702.2188 508 -740 7884 
163857.089 387 -769 7850 
164011.9592 586 -654 7861 
164166.8293 541 -662 7880 
164321.6995 515 -673 7790 
164476.5697 544 -777 7816 
164631.4399 439 -784 7918 
164786.3101 420 -695 7793 
164941.1803 650 -718 7926 
165096.0505 254 -873 7900 
165250.9207 627 -495 7683 
165405.7909 367 -888 7884 
165560.6611 556 -703 7865 
165715.5313 318 -788 8032 
165870.4015 515 -673 7790 
166025.2717 474 -695 7858 
166180.1419 583 -673 7930 
166335.0121 508 -792 7763 
166489.8823 451 -814 7911 
166644.7525 605 -703 7884 
166799.6227 417 -784 7869 
166954.4929 564 -755 7903 
167109.3631 560 -684 7884 
167264.2333 466 -758 8009 
167419.1035 515 -673 7790 
167573.9737 533 -706 7945 
167728.8438 424 -692 7763 
167883.714 412 -725 7998 
168038.5842 616 -521 7709 
168193.4544 416 -799 7918 
168348.3246 375 -669 7816 
168503.1948 408 -710 7831 
168658.065 469 -728 7854 
168812.9352 499 -651 7934 
168967.8054 515 -673 7790 
169122.6756 319 -658 7884 
169277.5458 296 -799 7975 
169432.416 602 -551 7679 
169587.2862 530 -810 7842 
169742.1564 466 -621 7876 
169897.0266 485 -784 7858 
170051.8968 477 -647 7694 
170206.767 444 -747 7820 
170361.6372 628 -577 7713 
170516.5074 323 -806 7800 
170671.3776 495 -658 7770 
170826.2478 394 -732 7930 
170981.118 506 -710 7804 
171135.9882 360 -995 8078 
171290.8583 616 -729 7907 
171445.7285 435 -640 7687 
171600.5987 514 -617 7820 
171755.4689 361 -799 8145 
171910.3391 538 -802 7887 
172065.2093 666 -754 7891 
172220.0795 342 -821 7842 
172374.9497 440 -643 7769 
172529.8199 530 -751 7879 
172684.6901 440 -755 7769 
172839.5603 428 -762 8008 
172994.4305 470 -736 7781 
173149.3007 556 -673 7902 
173304.1709 470 -658 7842 
173459.0411 327 -725 8006 
173613.9113 511 -725 7801 
173768.7815 357 -677 7877 
173923.6517 485 -677 7987 
174078.5219 425 -777 7846 
174233.3921 477 -644 7641 
174388.2623 342 -755 7998 
174543.1325 556 -692 7854 
174698.0027 556 -673 7902 
174852.8729 537 -788 7952 
175007.743 386 -877 8055 
175162.6132 638 -599 7812 
175317.4834 514 -762 7972 
175472.3536 469 -728 8048 
175627.2238 665 -510 7759 
175782.094 495 -721 7762 
175936.9642 522 -766 7846 
176091.8344 469 -695 7854 
176246.7046 548 -762 7956 
176401.5748 519 -658 7786 
176556.445 364 -917 7968 
176711.3152 590 -610 8059 
176866.1854 312 -699 7877 
177021.0556 621 -788 7808 
177175.9258 361 -610 7918 
177330.796 556 -773 7926 
177485.6662 564 -758 7766 
177640.5364 462 -677 7850 
177795.4066 548 -762 7956 
177950.2768 613 -577 7652 
178105.147 425 -836 7888 
178260.0172 545 -643 7850 
178414.8874 436 -710 7968 
178569.7575 628 -673 7755 
178724.6277 470 -706 7903 
178879.4979 492 -695 7820 
179034.3681 515 -792 7896 
179189.2383 481 -725 7926 
179344.1085 548 -762 7956 
179498.9787 450 -666 7831 
179653.8489 458 -644 7850 
179808.7191 412 -866 7812 
179963.5893 540 -677 7793 
180118.4595 435 -777 7797 
180273.3297 398 -773 8051 
180428.1999 661 -706 7790 
180583.0701 424 -562 7915 
180737.9403 537 -669 7884 
180892.8105 469 -669 7941 
181047.6807 530 -706 7782 
181202.5509 470 -736 7899 
181357.4211 583 -588 7804 
181512.2913 285 -803 7979 
181667.1615 590 -573 7843 
181822.0317 379 -806 7892 
181976.9019 485 -725 7725 
182131.772 462 -736 7770 
182286.6422 447 -777 7789 
182441.5124 635 -632 7941 
182596.3826 455 -710 7899 
182751.2528 462 -695 7815 
182906.123 398 -784 7895 
183060.9932 538 -618 7735 
183215.8634 511 -721 7910 
183370.7336 504 -754 7724 
183525.6038 688 -573 7838 
183680.474 485 -606 7868 
183835.3442 473 -795 8088 
183990.2144 635 -632 7941 
184145.0846 414 -743 7983 
184299.9548 515 -625 7812 
184454.825 609 -684 7766 
184609.6952 466 -884 7907 
184764.5654 458 -692 8024 
184919.4356 466 -743 7812 
185074.3058 425 -769 7934 
185229.176 458 -621 8013 
185384.0462 538 -736 7869 
185538.9164 538 -858 7918 
185693.7866 380 -836 8062 
185848.6567 444 -662 7982 
186003.5269 417 -662 7780 
186158.3971 312 -603 8024 
186313.2673 508 -758 7819 
186468.1375 300 -595 7849 
186623.0077 410 -814 7910 
186777.8779 470 -529 7693 
186932.7481 402 -858 7940 
187087.6183 402 -744 7921 
187242.4885 496 -721 7974 
187397.3587 639 -714 7678 
187552.2289 368 -751 7822 
187707.0991 553 -596 7922 
187861.9693 368 -806 7842 
188016.8395 545 -703 7925 
188171.7097 368 -766 7868 
188326.5799 481 -643 7860 
188481.4501 523 -647 8096 
188636.3203 402 -744 7921 
188791.1905 334 -684 7784 
188946.0607 428 -758 7925 
189100.9309 545 -581 7705 
189255.8011 481 -751 8008 
189410.6712 466 -769 7906 
189565.5414 519 -728 7868 
189720.4116 598 -710 7853 
189875.2818 447 -717 8016 
190030.152 504 -725 8005 
190185.0222 421 -669 7800 
190339.8924 481 -817 7823 
190494.7626 421 -677 7968 
190649.6328 545 -728 7831 
190804.503 432 -751 7816 
190959.3732 451 -773 7937 
191114.2434 508 -740 7884 
191269.1136 387 -769 7850 
191423.9838 586 -654 7861 
191578.854 541 -662 7880 
191733.7242 515 -673 7790 
191888.5944 544 -777 7816 
192043.4646 439 -784 7918 
192198.3348 420 -695 7793 
192353.205 650 -718 7926 
192508.0752 254 -873 7900 
192662.9454 627 -495 7683 
192817.8156 367 -888 7884 
192972.6858 556 -703 7865 
193127.5559 318 -788 8032 
193282.4261 515 -673 7790 
193437.2963 474 -695 7858 
193592.1665 583 -673 7930 
193747.0367 508 -792 7763 
193901.9069 451 -814 7911 
194056.7771 605 -703 7884 
194211.6473 417 -784 7869 
194366.5175 564 -755 7903 
194521.3877 560 -684 7884 
194676.2579 466 -758 8009 
194831.1281 515 -673 7790 
194985.9983 533 -706 7945 
195140.8685 424 -692 7763 
195295.7387 412 -725 7998 
195450.6089 616 -521 7709 
195605.4791 416 -799 7918 
195760.3493 375 -669 7816 
195915.2195 408 -710 7831 
196070.0897 469 -728 7854 
196224.9599 499 -651 7934 
196379.8301 515 -673 7790 
196534.7003 319 -658 7884 
196689.5704 296 -799 7975 
196844.4406 602 -551 7679 
196999.3108 530 -810 7842 
197154.181 466 -621 7876 
197309.0512 485 -784 7858 
197463.9214 477 -647 7694 
197618.7916 444 -747 7820 
197773.6618 628 -577 7713 
197928.532 323 -806 7800 
198083.4022 495 -658 7770 
198238.2724 394 -732 7930 
198393.1426 506 -710 7804 
198548.0128 360 -995 8078 
198702.883 616 -729 7907 
198857.7532 435 -640 7687 
199012.6234 514 -617 7820 
199167.4936 361 -799 8145 
199322.3638 538 -802 7887 
199477.234 666 -754 7891 
199632.1042 342 -821 7842 
199786.9744 440 -643 7769 
199941.8446 530 -751 7879 
200096.7148 440 -755 7769 
200251.5849 428 -762 8008 
200406.4551 470 -736 7781 
200561.3253 556 -673 7902 
200716.1955 470 -658 7842 
200871.0657 327 -725 8006 
201025.9359 511 -725 7801 
201180.8061 357 -677 7877 
201335.6763 485 -677 7987 
201490.5465 425 -777 7846 
201645.4167 477 -644 7641 
201800.2869 342 -755 7998 
201955.1571 556 -692 7854 
202110.0273 556 -673 7902 
202264.8975 537 -788 7952 
202419.7677 386 -877 8055 
202574.6379 638 -599 7812 
202729.5081 514 -762 7972 
202884.3783 469 -728 8048 
203039.2485 665 -510 7759 
203194.1187 495 -721 7762 
203348.9889 522 -766 7846 
203503.8591 469 -695 7854 
203658.7293 548 -762 7956 
203813.5995 519 -658 7786 
203968.4696 364 -917 7968 
204123.3398 590 -610 8059 
204278.21 312 -699 7877 
204433.0802 621 -788 7808 
204587.9504 361 -610 7918 
204742.8206 556 -773 7926 
204897.6908 564 -758 7766 
205052.561 462 -677 7850 
205207.4312 548 -762 7956 
205362.3014 613 -577 7652 
205517.1716 425 -836 7888 
205672.0418 545 -643 7850 
205826.912 436 -710 7968 
205981.7822 628 -673 7755 
206136.6524 470 -706 7903 
206291.5226 492 -695 7820 
206446.3928 515 -792 7896 
206601.263 481 -725 7926 
206756.1332 548 -762 7956 
206911.0034 450 -666 7831 
207065.8736 458 -644 7850 
207220.7438 412 -866 7812 
207375.614 540 -677 7793 
207530.4841 435 -777 7797 
207685.3543 398 -773 8051 
207840.2245 661 -706 7790 
207995.0947 424 -562 7915 
208149.9649 537 -669 7884 
208304.8351 469 -669 7941 
208459.7053 530 -706 7782 
208614.5755 470 -736 7899 
208769.4457 583 -588 7804 
208924.3159 285 -803 7979 
209079.1861 590 -573 7843 
209234.0563 379 -806 7892 
209388.9265 485 -725 7725 
209543.7967 462 -736 7770 
209698.6669 447 -777 7789 
209853.5371 635 -632 7941 
210008.4073 455 -710 7899 
210163.2775 462 -695 7815 
210318.1477 398 -784 7895 
210473.0179 538 -618 7735 
210627.8881 511 -721 7910 
210782.7583 504 -754 7724 
210937.6285 688 -573 7838 
211092.4986 485 -606 7868 
211247.3688 473 -795 8088 
211402.239 635 -632 7941 
211557.1092 414 -743 7983 
211711.9794 515 -625 7812 
211866.8496 609 -684 7766 
212021.7198 466 -884 7907 
212176.59 458 -692 8024 
212331.4602 466 -743 7812 
212486.3304 425 -769 7934 
212641.2006 458 -621 8013 
212796.0708 538 -736 7869 
212950.941 538 -858 7918 
213105.8112 380 -836 8062 
213260.6814 444 -662 7982 
213415.5516 417 -662 7780 
213570.4218 312 -603 8024 
213725.292 508 -758 7819 
213880.1622 300 -595 7849 
214035.0324 410 -814 7910 
214189.9026 470 -529 7693 
214344.7728 402 -858 7940 
214499.643 402 -744 7921 
214654.5132 496 -721 7974 
214809.3833 639 -714 7678 
214964.2535 368 -751 7822 
215119.1237 553 -596 7922 
215273.9939 368 -806 7842 
215428.8641 545 -703 7925 
215583.7343 368 -766 7868 
215738.6045 481 -643 7860 
215893.4747 523 -647 8096 
216048.3449 402 -744 7921 
216203.2151 334 -684 7784 
216358.0853 428 -758 7925 
216512.9555 545 -581 7705 
216667.8257 481 -751 8008 
216822.6959 466 -769 7906 
216977.5661 519 -728 7868 
217132.4363 598 -710 7853 
217287.3065 447 -717 8016 
217442.1767 504 -725 8005 
217597.0469 421 -669 7800 
217751.9171 481 -817 7823 
217906.7873 421 -677 7968 
218061.6575 545 -728 7831 
218216.5277 432 -751 7816 
218371.3978 451 -773 7937 
218526.268 508 -740 7884 
218681.1382 387 -769 7850 
218836.0084 586 -654 7861 
218990.8786 541 -662 7880 
219145.7488 515 -673 7790 
219300.619 544 -777 7816 
219455.4892 439 -784 7918 
219610.3594 420 -695 7793 
219765.2296 650 -718 7926 
219920.0998 254 -873 7900 
220074.97 627 -495 7683 
220229.8402 367 -888 7884 
220384.7104 556 -703 7865 
220539.5806 318 -788 8032 
220694.4508 515 -673 7790 
220849.321 474 -695 7858 
221004.1912 583 -673 7930 
221159.0614 508 -792 7763 
221313.9316 451 -814 7911 
221468.8018 605 -703 7884 
221623.672 417 -784 7869 
221778.5422 564 -755 7903 
221933.4124 560 -684 7884 
222088.2825 466 -758 8009 
222243.1527 515 -673 7790 
222398.0229 533 -706 7945 
222552.8931 424 -692 7763 
222707.7633 412 -725 7998 
222862.6335 616 -521 7709 
223017.5037 416 -799 7918 
223172.3739 375 -669 7816 
223327.2441 408 -710 7831 
223482.1143 469 -728 7854 
223636.9845 499 -651 7934 
223791.8547 515 -673 7790 
223946.7249 319 -658 7884 
224101.5951 296 -799 7975 
224256.4653 602 -551 7679 
224411.3355 530 -810 7842 
224566.2057 466 -621 7876 
224721.0759 485 -784 7858 
224875.9461 477 -647 7694 
225030.8163 444 -747 7820 
225185.6865 628 -577 7713 
225340.5567 323 -806 7800 
225495.4269 495 -658 7770 
225650.297 394 -732 7930 
225805.1672 506 -710 7804 
225960.0374 360 -995 8078 
226114.9076 616 -729 7907 
226269.7778 435 -640 7687 
226424.648 514 -617 7820 
226579.5182 361 -799 8145 
226734.3884 538 -802 7887 
226889.2586 666 -754 7891 
227044.1288 342 -821 7842 
227198.999 440 -643 7769 
227353.8692 530 -751 7879 
227508.7394 440 -755 7769 
227663.6096 428 -762 8008 
227818.4798 470 -736 7781 
227973.35 556 -673 7902 
228128.2202 470 -658 7842 
228283.0904 327 -725 8006 
228437.9606 511 -725 7801 
228592.8308 357 -677 7877 
228747.701 485 -677 7987 
228902.5712 425 -777 7846 
229057.4414 477 -644 7641 
229212.3115 342 -755 7998 
229367.1817 556 -692 7854 
229522.0519 556 -673 7902 
229676.9221 537 -788 7952 
229831.7923 386 -877 8055 
229986.6625 638 -599 7812 
230141.5327 514 -762 7972 
230296.4029 469 -728 8048 
230451.2731 665 -510 7759 
230606.1433 495 -721 7762 
230761.0135 522 -766 7846 
230915.8837 469 -695 7854 
231070.7539 548 -762 7956 
231225.6241 519 -658 7786 
231380.4943 364 -917 7968 
231535.3645 590 -610 8059 
231690.2347 312 -699 7877 
231845.1049 621 -788 7808 
231999.9751 361 -610 7918 
232154.8453 556 -773 7926 
232309.7155 564 -758 7766 
232464.5857 462 -677 7850 
232619.4559 548 -762 7956 
232774.3261 613 -577 7652 
232929.1962 425 -836 7888 
233084.0664 545 -643 7850 
233238.9366 436 -710 7968 
233393.8068 628 -673 7755 
233548.677 470 -706 7903 
233703.5472 492 -695 7820 
233858.4174 515 -792 7896 
234013.2876 481 -725 7926 
234168.1578 548 -762 7956 
234323.028 450 -666 7831 
234477.8982 458 -644 7850 
234632.7684 412 -866 7812 
234787.6386 540 -677 7793 
234942.5088 435 -777 7797 
235097.379 398 -773 8051 
235252.2492 661 -706 7790 
235407.1194 424 -562 7915 
235561.9896 537 -669 7884 
235716.8598 469 -669 7941 
235871.73 530 -706 7782 
236026.6002 470 -736 7899 
236181.4704 583 -588 7804 
236336.3406 285 -803 7979 
236491.2107 590 -573 7843 
236646.0809 379 -806 7892 
236800.9511 485 -725 7725 
236955.8213 462 -736 7770 
237110.6915 447 -777 7789 
237265.5617 635 -632 7941 
237420.4319 455 -710 7899 
237575.3021 462 -695 7815 
237730.1723 398 -784 7895 
237885.0425 538 -618 7735 
238039.9127 511 -721 7910 
238194.7829 504 -754 7724 
238349.6531 688 -573 7838 
238504.5233 485 -606 7868 
238659.3935 473 -795 8088 
238814.2637 635 -632 7941 
238969.1339 414 -743 7983 
239124.0041 515 -625 7812 
239278.8743 609 -684 7766 
239433.7445 466 -884 7907 
239588.6147 458 -692 8024 
239743.4849 466 -743 7812 
239898.3551 425 -769 7934 
240053.2252 458 -621 8013 
240208.0954 538 -736 7869 
240362.9656 538 -858 7918 
240517.8358 380 -836 8062 
240672.706 444 -662 7982 
240827.5762 417 -662 7780 
240982.4464 312 -603 8024 
241137.3166 508 -758 7819 
241292.1868 300 -595 7849 
241447.057 410 -814 7910 
241601.9272 470 -529 7693 
241756.7974 402 -858 7940 
241911.6676 402 -744 7921 
242066.5378 496 -721 7974 
242221.408 639 -714 7678 
242376.2782 368 -751 7822 
242531.1484 553 -596 7922 
242686.0186 368 -806 7842 
242840.8888 545 -703 7925 
242995.759 368 -766 7868 
243150.6292 481 -643 7860 
243305.4994 523 -647 8096 
243460.3696 402 -744 7921 
243615.2398 334 -684 7784 
243770.1099 428 -758 7925 
243924.9801 545 -581 7705 
244079.8503 481 -751 8008 
244234.7205 466 -769 7906 
244389.5907 519 -728 7868 
244544.4609 598 -710 7853 
244699.3311 447 -717 8016 
244854.2013 504 -725 8005 
245009.0715 421 -669 7800 
245163.9417 481 -817 7823 
245318.8119 421 -677 7968 
245473.6821 545 -728 7831 
245628.5523 432 -751 7816 
245783.4225 451 -773 7937 
245938.2927 508 -740 7884 
246093.1629 387 -769 7850 
246248.0331 586 -654 7861 
246402.9033 541 -662 7880 
246557.7735 515 -673 7790 
246712.6437 544 -777 7816 
246867.5139 439 -784 7918 
247022.3841 420 -695 7793 
247177.2543 650 -718 7926 
247332.1244 254 -873 7900 
247486.9946 627 -495 7683 
247641.8648 367 -888 7884 
247796.735 556 -703 7865 
247951.6052 318 -788 8032 
248106.4754 515 -673 7790 
248261.3456 474 -695 7858 
248416.2158 583 -673 7930 
248571.086 508 -792 7763 
248725.9562 451 -814 7911 
248880.8264 605 -703 7884 
249035.6966 417 -784 7869 
249190.5668 564 -755 7903 
249345.437 560 -684 7884 
249500.3072 466 -758 8009 
249655.1774 515 -673 7790 
249810.0476 533 -706 7945 
249964.9178 424 -692 7763 
250119.788 412 -725 7998 
250274.6582 616 -521 7709 
250429.5284 416 -799 7918 
250584.3986 375 -669 7816 
250739.2688 408 -710 7831 
250894.1389 469 -728 7854 
251049.0091 499 -651 7934 
251203.8793 515 -673 7790 
251358.7495 319 -658 7884 
251513.6197 296 -799 7975 
251668.4899 602 -551 7679 
251823.3601 530 -810 7842 
251978.2303 466 -621 7876 
252133.1005 485 -784 7858 
252287.9707 477 -647 7694 
252442.8409 444 -747 7820 
252597.7111 628 -577 7713 
252752.5813 323 -806 7800 
252907.4515 495 -658 7770 
253062.3217 394 -732 7930 
253217.1919 506 -710 7804 
253372.0621 360 -995 8078 
253526.9323 616 -729 7907 
253681.8025 435 -640 7687 
253836.6727 514 -617 7820 
253991.5429 361 -799 8145 
254146.4131 538 -802 7887 
254301.2833 666 -754 7891 
254456.1535 342 -821 7842 
254611.0236 440 -643 7769 
254765.8938 530 -751 7879 
254920.764 440 -755 7769 
255075.6342 428 -762 8008 
255230.5044 470 -736 7781 
255385.3746 556 -673 7902 
255540.2448 470 -658 7842 
255695.115 327 -725 8006 
255849.9852 511 -725 7801 
256004.8554 357 -677 7877 
256159.7256 485 -677 7987 
256314.5958 425 -777 7846 
256469.466 477 -644 7641 
256624.3362 342 -755 7998 
256779.2064 556 -692 7854 
256934.0766 556 -673 7902 
257088.9468 537 -788 7952 
257243.817 386 -877 8055 
257398.6872 638 -599 7812 
257553.5574 514 -762 7972 
257708.4276 469 -728 8048 
257863.2978 665 -510 7759 
258018.168 495 -721 7762 
258173.0381 522 -766 7846 
258327.9083 469 -695 7854 
258482.7785 548 -762 7956 
258637.6487 519 -658 7786 
258792.5189 364 -917 7968 
258947.3891 590 -610 8059 
259102.2593 312 -699 7877 
259257.1295 621 -788 7808 
259411.9997 361 -610 7918 
259566.8699 556 -773 7926 
259721.7401 564 -758 7766 
259876.6103 462 -677 7850 
260031.4805 548 -762 7956 
260186.3507 613 -577 7652 
260341.2209 425 -836 7888 
260496.0911 545 -643 7850 
260650.9613 436 -710 7968 
260805.8315 628 -673 7755 
260960.7017 470 -706 7903 
261115.5719 492 -695 7820 
261270.4421 515 -792 7896 
261425.3123 481 -725 7926 
261580.1825 548 -762 7956 
261735.0527 450 -666 7831 
261889.9228 458 -644 7850 
262044.793 412 -866 7812 
262199.6632 540 -677 7793 
262354.5334 435 -777 7797 
262509.4036 398 -773 8051 
262664.2738 661 -706 7790 
262819.144 424 -562 7915 
262974.0142 537 -669 7884 
263128.8844 469 -669 7941 
263283.7546 530 -706 7782 
263438.6248 470 -736 7899 
263593.495 583 -588 7804 
263748.3652 285 -803 7979 
263903.2354 590 -573 7843 
264058.1056 379 -806 7892 
264212.9758 485 -725 7725 
264367.846 462 -736 7770 
264522.7162 447 -777 7789 
264677.5864 635 -632 7941 
264832.4566 455 -710 7899 
264987.3268 462 -695 7815 
265142.197 398 -784 7895 
265297.0672 538 -618 7735 
265451.9373 511 -721 7910 
265606.8075 504 -754 7724 
265761.6777 688 -573 7838 
265916.5479 485 -606 7868 
266071.4181 473 -795 8088 
266226.2883 635 -632 7941 
266381.1585 414 -743 7983 
266536.0287 515 -625 7812 
266690.8989 609 -684 7766 
266845.7691 466 -884 7907 
267000.6393 458 -692 8024 
267155.5095 466 -743 7812 
267310.3797 425 -769 7934 
267465.2499 458 -621 8013 
267620.1201 538 -736 7869 
267774.9903 538 -858 7918 
267929.8605 380 -836 8062 
268084.7307 444 -662 7982 
268239.6009 417 -662 7780 
268394.4711 312 -603 8024 
268549.3413 508 -758 7819 
268704.2115 300 -595 7849 
268859.0817 410 -814 7910 
269013.9518 470 -529 7693 
269168.822 402 -858 7940 
269323.6922 402 -744 7921 
269478.5624 496 -721 7974 
269633.4326 639 -714 7678 
269788.3028 368 -751 7822 
269943.173 553 -596 7922 
270098.0432 368 -806 7842 
270252.9134 545 -703 7925 
270407.7836 368 -766 7868 
270562.6538 481 -643 7860 
270717.524 523 -647 8096 
270872.3942 402 -744 7921 
271027.2644 334 -684 7784 
271182.1346 428 -758 7925 
271337.0048 545 -581 7705 
271491.875 481 -751 8008 
271646.7452 466 -769 7906 
271801.6154 519 -728 7868 
271956.4856 598 -710 7853 
272111.3558 447 -717 8016 
272266.226 504 -725 8005 
272421.0962 421 -669 7800 
272575.9664 481 -817 7823 
272730.8365 421 -677 7968 
272885.7067 545 -728 7831 
273040.5769 432 -751 7816 
273195.4471 451 -773 7937 
273350.3173 508 -740 7884 
273505.1875 387 -769 7850 
273660.0577 586 -654 7861 
273814.9279 541 -662 7880 
273969.7981 515 -673 7790 
274124.6683 544 -777 7816 
274279.5385 439 -784 7918 
274434.4087 420 -695 7793 
274589.2789 650 -718 7926 
274744.1491 254 -873 7900 
274899.0193 627 -495 7683 
275053.8895 367 -888 7884 
275208.7597 556 -703 7865 
275363.6299 318 -788 8032 
275518.5001 515 -673 7790 
275673.3703 474 -695 7858 
275828.2405 583 -673 7930 
275983.1107 508 -792 7763 
276137.9809 451 -814 7911 
276292.851 605 -703 7884 
276447.7212 417 -784 7869 
276602.5914 564 -755 7903 
276757.4616 560 -684 7884 
276912.3318 466 -758 8009 
277067.202 515 -673 7790 
277222.0722 533 -706 7945 
277376.9424 424 -692 7763 
277531.8126 412 -725 7998 
277686.6828 616 -521 7709 
277841.553 416 -799 7918 
277996.4232 375 -669 7816 
278151.2934 408 -710 7831 
278306.1636 469 -728 7854 
278461.0338 499 -651 7934 
278615.904 515 -673 7790 
278770.7742 319 -658 7884 
278925.6444 296 -799 7975 
279080.5146 602 -551 7679 
279235.3848 530 -810 7842 
279390.255 466 -621 7876 
279545.1252 485 -784 7858 
279699.9954 477 -647 7694 
279854.8655 444 -747 7820 
280009.7357 628 -577 7713 
280164.6059 323 -806 7800 
280319.4761 495 -658 7770 
280474.3463 394 -732 7930 
280629.2165 506 -710 7804 
280784.0867 360 -995 8078 
280938.9569 616 -729 7907 
281093.8271 435 -640 7687 
281248.6973 514 -617 7820 
281403.5675 361 -799 8145 
281558.4377 538 -802 7887 
281713.3079 666 -754 7891 
281868.1781 342 -821 7842 
282023.0483 440 -643 7769 
282177.9185 530 -751 7879 
282332.7887 440 -755 7769 
282487.6589 428 -762 8008 
282642.5291 470 -736 7781 
282797.3993 556 -673 7902 
282952.2695 470 -658 7842 
283107.1397 327 -725 8006 
283262.0099 511 -725 7801 
283416.8801 357 -677 7877 
283571.7502 485 -677 7987 
283726.6204 425 -777 7846 
283881.4906 477 -644 7641 
284036.3608 342 -755 7998 
284191.231 556 -692 7854 
284346.1012 556 -673 7902 
284500.9714 537 -788 7952 
284655.8416 386 -877 8055 
284810.7118 638 -599 7812 
284965.582 514 -762 7972 
285120.4522 469 -728 8048 
285275.3224 665 -510 7759 
285430.1926 495 -721 7762 
285585.0628 522 -766 7846 
285739.933 469 -695 7854 
285894.8032 548 -762 7956 
286049.6734 519 -658 7786 
286204.5436 364 -917 7968 
286359.4138 590 -610 8059 
286514.284 312 -699 7877 
286669.1542 621 -788 7808 
286824.0244 361 -610 7918 
286978.8946 556 -773 7926 
287133.7647 564 -758 7766 
287288.6349 462 -677 7850 
287443.5051 548 -762 7956 
287598.3753 613 -577 7652 
287753.2455 425 -836 7888 
287908.1157 545 -643 7850 
288062.9859 436 -710 7968 
288217.8561 628 -673 7755 
288372.7263 470 -706 7903 
288527.5965 492 -695 7820 
288682.4667 515 -792 7896 
288837.3369 481 -725 7926 
288992.2071 548 -762 7956 
289147.0773 450 -666 7831 
289301.9475 458 -644 7850 
289456.8177 412 -866 7812 
289611.6879 540 -677 7793 
289766.5581 435 -777 7797 
289921.4283 398 -773 8051 
290076.2985 661 -706 7790 
290231.1687 424 -562 7915 
290386.0389 537 -669 7884 
290540.9091 469 -669 7941 
290695.7792 530 -706 7782 
290850.6494 470 -736 7899 
291005.5196 583 -588 7804 
291160.3898 285 -803 7979 
291315.26 590 -573 7843 
291470.1302 379 -806 7892 
291625.0004 485 -725 7725 
291779.8706 462 -736 7770 
291934.7408 447 -777 7789 
292089.611 635 -632 7941 
292244.4812 455 -710 7899 
292399.3514 462 -695 7815 
292554.2216 398 -784 7895 
